"project_id","project_name","month","active_contributors"
"217260d7-3adf-4b6b-b77b-f3a60038a81e","The MoonMath Manual to zk-SNARKs","2023-04-01 00:00:00+00","10"
"2291487f-baf2-463d-b486-81a4e5a03510","Lenstube","2023-04-01 00:00:00+00","5"
"25357c3b-b2da-4b50-aeb5-ef861399f995","Blockscout","2023-04-01 00:00:00+00","79"
"260490a4-737b-496f-adaf-a7deece8c00e","MEV Watch","2023-04-01 00:00:00+00","5"
"27247359-e950-4620-9038-b52d39f2f1e8","登链社区(Upchain)","2023-04-01 00:00:00+00","7"
"2a83feb8-057a-4bc1-a84e-e126ddb0fcb5","Node Guardians","2023-04-01 00:00:00+00","1"
"2af8b532-7362-4683-b916-d322cb453774","Smock","2023-04-01 00:00:00+00","5"
"2b08ca35-8324-49b5-99b3-4f7caa63d126","基于趣缘的链上知识社交网络: Booth - Knowledge-based Web3 Social Network for Like-minded Individuals by DeSchool","2023-04-01 00:00:00+00","1"
"30901205-7d17-45d7-87d1-d199a0742f59","Infinitism (ERC-4337)","2023-04-01 00:00:00+00","31"
"32a6e4cd-a281-4d01-9af1-1d3233f01532","MetaMail","2023-04-01 00:00:00+00","3"
"37c6e041-ecf3-45d6-ab26-339c1efcbb25","wagmi","2023-04-01 00:00:00+00","73"
"3d947266-f2b5-42bc-a280-af4032853ca0","Guild","2023-04-01 00:00:00+00","15"
"3def8575-c509-46e9-830c-0423b92330c4","db3 network","2023-04-01 00:00:00+00","6"
"4129c600-61b3-46ea-9a88-419836157d41","Hop Protocol","2023-04-01 00:00:00+00","5"
"412d9922-9114-4c10-bf28-c92205797b91","CirclesUBI","2023-04-01 00:00:00+00","13"
"428612ae-05d6-4709-baf5-6b0d38229869","Praise","2023-04-01 00:00:00+00","7"
"458e88cf-80c1-4eb4-8139-3533949079b3","Forta","2023-04-01 00:00:00+00","16"
"478a9fad-0453-4f16-aa40-4aea390f8462","Revoke.cash","2023-04-01 00:00:00+00","7"
"49265f45-467f-4e10-9ef6-8ef7532a9cec","Pocket Network","2023-04-01 00:00:00+00","13"
"4c6b108c-0c75-49e9-8371-8b5613fe1973","Lighthouse","2023-04-01 00:00:00+00","43"
"4f73671d-019d-46e0-a20e-262e30f264ff","dm3 protocol","2023-04-01 00:00:00+00","5"
"51af1c6e-2865-4bb4-9b37-045839c2aa4a","Fileverse – because Notion & Gsuite are centralised and expensive","2023-04-01 00:00:00+00","4"
"526eba24-8c24-4a7a-92a6-40ee8511419e","Blobscan","2023-04-01 00:00:00+00","4"
"52f562f8-0d7f-4c0e-8c8e-b4ebf401c06c","Gelato","2023-04-01 00:00:00+00","10"
"53fb4cf1-86f2-4f94-8a98-1b1a664c2a6b","TalentDAO: Future of Work is Decentralized","2023-04-01 00:00:00+00","4"
"55802ca0-708b-42d4-8e33-6671d9a444b0","CrunchDAO","2023-04-01 00:00:00+00","5"
"55ec3e4d-de56-4dd9-8d0c-ca8d0ea3b04d","Ante","2023-04-01 00:00:00+00","7"
"5827c851-6998-417e-b8b0-f8af39737e8b","HonestWork","2023-04-01 00:00:00+00","2"
"5a1061e7-9bc5-4281-8fed-9e7575ab234f","Fractal Flows","2023-04-01 00:00:00+00","1"
"5a5cdad7-8444-442e-8cf3-769e022afb5e","NiceNode","2023-04-01 00:00:00+00","1"
"5ca7682f-a844-47b9-871a-2de2d51a7c19","ethers.js","2023-04-01 00:00:00+00","44"
"5fc70a22-8183-402a-bbc4-6f1bfd34e96d","Nimbus","2023-04-01 00:00:00+00","105"
"65196041-43a7-45d5-bd34-9fc384296314","Vocdoni","2023-04-01 00:00:00+00","13"
"674c97ea-5356-40ef-a727-4e1eb37029f2","PLUME: Pseudonymously Linked Unique Message Entities, aka Verifiably Deterministic Signatures on Ethereum","2023-04-01 00:00:00+00","5"
"6d262266-8094-4a33-b924-b762883b09b1","Rigoblock","2023-04-01 00:00:00+00","2"
"6d4eeaaf-ae2d-4d79-8fbd-1d868b5d21ad","beaconcha.in","2023-04-01 00:00:00+00","25"
"6fd36dbf-ee08-4b5e-b5e1-cb7cffeac021","EthStaker","2023-04-01 00:00:00+00","28"
"737f04dd-9bd8-4fba-8cf1-dd79c90eda7a","Scaffold-ETH 2","2023-04-01 00:00:00+00","31"
"76568a22-a553-472d-a877-add9792c3d80","CANDIDE Wallet","2023-04-01 00:00:00+00","3"
"77054d7f-1e6d-4b9d-a816-653ddd501623","Rings Network","2023-04-01 00:00:00+00","5"
"78ba323e-16e7-4ce6-bc42-3cd55750621b","Soul Wallet","2023-04-01 00:00:00+00","3"
"78ccf1ea-8b05-4e61-9e64-249b11151742","Somleng - A full-stack cloud communications platform","2023-04-01 00:00:00+00","4"
"7a697c14-9953-4b09-8572-452fbe7e0d1c","Vyper","2023-04-01 00:00:00+00","12"
"7c091449-5a69-41f4-9e58-f30dc0a0e847","Everyname—Name Resolver as a Service","2023-04-01 00:00:00+00","3"
"7fd92288-705e-4583-8541-b377bebec878","Eppie: Web3 native email and identity manager","2023-04-01 00:00:00+00","5"
"8096b349-0f3e-4f1a-af64-fd9562feea73","Asilo Digital","2023-04-01 00:00:00+00","3"
"81926722-0bfa-4d05-9639-0c40a8f46383","Questbook","2023-04-01 00:00:00+00","4"
"838f8286-be63-4c08-b28b-6970f6fadf5a","GeoNFT & Fractionalizer","2023-04-01 00:00:00+00","5"
"89e56637-00bd-41fe-8dcd-835977c477e8","MetaGame","2023-04-01 00:00:00+00","5"
"8c0d893c-98b7-4986-89fe-ab2aec7b47b7","Ape Framework","2023-04-01 00:00:00+00","23"
"8df9237d-e424-4316-9775-4c18101ba8a3","DirectEd Development Foundation - p2p donation for coding bootcamps in Africa","2023-04-01 00:00:00+00","2"
"8e636630-d98a-4249-b66a-0665a402663f","EIP-5164 / PoolTogether Inc","2023-04-01 00:00:00+00","5"
"8f932d8a-9261-4c92-b257-e6b9098c1581","MyFirstLayer2","2023-04-01 00:00:00+00","9"
"9844ca17-20b3-4d95-a4c9-3f87718f2a62","HODL Totals","2023-04-01 00:00:00+00","1"
"9855991f-6501-4098-8a49-12669422d0b6","Erigon","2023-04-01 00:00:00+00","79"
"9e0d92f7-8d01-4855-875a-6710619289ef","Grant Review Dashboard","2023-04-01 00:00:00+00","9"
"a18dbdb8-74be-4ab2-a2d7-2fdf3eb72483","ENSRedirect","2023-04-01 00:00:00+00","2"
"a1f8ad97-983a-4d01-875d-7e4f5ef846d1","BanklessDAO Projects","2023-04-01 00:00:00+00","11"
"a270c6bb-31bb-4d93-ad98-1cf1d077f924","OPCraft & MUD (Lattice)","2023-04-01 00:00:00+00","17"
"a2fda5d6-de8b-435e-808e-81d987411c5c","Across Protocol","2023-04-01 00:00:00+00","8"
"a5e8416b-664f-44ea-b479-93a9b2734d45","Zk- Block | Tools for Zk & Web3 Dapps","2023-04-01 00:00:00+00","1"
"a8e17e70-932c-4161-b6fe-9c07d51400f4","Snapshot","2023-04-01 00:00:00+00","59"
"ac434fbd-edf0-48e2-a33d-fddc8873eae0","Unitap","2023-04-01 00:00:00+00","4"
"acbe43f6-1f1f-4bd3-bae6-b8f0938f186f","Gov","2023-04-01 00:00:00+00","4"
"acd61876-408c-4fe7-92e2-0081199d6a2f","OmniBTC","2023-04-01 00:00:00+00","3"
"acdd5397-10bd-4b55-b86d-0bf859df7a2d","1Hive Gardens","2023-04-01 00:00:00+00","7"
"b16b1ab5-907c-4857-922c-4de16703043e","ShapeShift DAO","2023-04-01 00:00:00+00","18"
"b2867330-140c-4b30-86f5-2bbb22a28544","StarkDeFi","2023-04-01 00:00:00+00","1"
"b68373a0-48f8-403c-aad1-f124617041cc","IC3","2023-04-01 00:00:00+00","2"
"b833f63f-0708-4522-bcff-9c5b6facd4dc","Web3TalentFair","2023-04-01 00:00:00+00","4"
"b8ab4ee5-ec1f-43b2-af2b-b36796e6e8dc","Messari Protocol Services","2023-04-01 00:00:00+00","19"
"bb8bc028-b593-4f44-a8fd-ec1f846d322c","IDENA","2023-04-01 00:00:00+00","12"
"bc695037-a1d1-400e-b495-18097bb0c66b","Lodestar","2023-04-01 00:00:00+00","79"
"bdb9de09-b1e4-4105-9fb2-b0e015e5926c","The Science Commons Initiative","2023-04-01 00:00:00+00","1"
"beb3c122-a747-4328-8435-19d6e770609f","TrueBlocks","2023-04-01 00:00:00+00","4"
"bf4e291e-842f-422e-94e9-026d07a0bbc8","Rhino Review - Ethereum Staking Journal","2023-04-01 00:00:00+00","14"
"c089e7cd-0623-4e30-a54d-328d14f5ed27","EthereumETL","2023-04-01 00:00:00+00","20"
"c176c0ad-40c0-4837-9eb4-d0830e8d9b5b","Governator","2023-04-01 00:00:00+00","4"
"c27e693d-baa8-48d9-af74-354e8140b073","JediSwap","2023-04-01 00:00:00+00","4"
"c6733946-a2ae-48df-ae0d-164717444ef5","Hyperledger Besu","2023-04-01 00:00:00+00","234"
"c6789276-497a-451d-a8b5-17e684251eb6","Prettier Solidity","2023-04-01 00:00:00+00","3"
"c737ce22-b45a-40ff-93b4-8e3f62e262bc","DAppNode","2023-04-01 00:00:00+00","23"
"cc77f651-7f36-464e-bf9c-be5a92a8fff5","OpenZeppelin","2023-04-01 00:00:00+00","63"
"cd30f6d1-f5fa-4ca0-bb7e-14576d7f7b6c","Taho - Open Source and Community Owned Wallet","2023-04-01 00:00:00+00","18"
"db1bc8cf-3af2-4675-9811-1bec965aa950","0xSplits","2023-04-01 00:00:00+00","5"
"dc03b9b7-055e-46e3-9a05-d8700cc1d9a1","Pairwise","2023-04-01 00:00:00+00","4"
"de43bcbb-612a-4ed7-b493-244a7c6483ff","Nethermind","2023-04-01 00:00:00+00","57"
"e4b43fa9-b807-45f4-93dd-0c523ade875f","Kernel","2023-04-01 00:00:00+00","2"
"e7941f27-673c-4193-b06e-ab402eb084d0","JiffyScan","2023-04-01 00:00:00+00","6"
"e8a4b1fb-e7a4-468a-b6a0-b8e857e9607d","WTF Academy","2023-04-01 00:00:00+00","98"
"ea67ed7d-944e-443f-a080-a90f9187134c","Gitcoin","2023-04-01 00:00:00+00","42"
"eacfa451-9e6c-4704-a6b2-2230ecb99a47","xLog - Write. Own. Earn.","2023-04-01 00:00:00+00","56"
"ec5fec70-00df-49b2-9578-3c597f692d1f","zkBob","2023-04-01 00:00:00+00","6"
"ef640592-1e48-42dd-8b5c-3ef8e1b56fc9","Stereum - Ethereum Node Installer & Manager","2023-04-01 00:00:00+00","9"
"efb954e3-b27e-4546-a4a4-c95e3c32773e","L2BEAT","2023-04-01 00:00:00+00","18"
"efca757b-0a13-4f57-8bba-d8b7248d6251","Replicare","2023-04-01 00:00:00+00","1"
"f16842de-4118-4d92-921f-075c6dedca1e","Otterspace","2023-04-01 00:00:00+00","2"
"f1c2ab5c-17f5-4de2-93d6-78daace71591","Teku","2023-04-01 00:00:00+00","102"
"f244d673-a17c-4dcb-be90-185432493d2a","⚡️TurboETH - Web3 Build System","2023-04-01 00:00:00+00","7"
"f2727f30-1c71-4611-9c4e-917d22b546ba","rotki","2023-04-01 00:00:00+00","17"
"f2f2e6cb-6acc-49c1-8314-8b1876ab8f89","Safe (previously Gnosis Safe)","2023-04-01 00:00:00+00","72"
"f2f98edd-a7c7-4c54-a455-e4855ec74d4a","Kredeum NFTs Factory","2023-04-01 00:00:00+00","3"
"f33298e0-92aa-4f52-b7df-21dcc748503f","Boardroom","2023-04-01 00:00:00+00","1"
"f5a2f3d4-5052-4f21-9017-a1d0ae8cb943","Flipside Crypto","2023-04-01 00:00:00+00","16"
"f6b2d456-1e4d-4ecf-a7ac-e92bf335d7a9","CCIP2.ETH","2023-04-01 00:00:00+00","3"
"f6dbe337-d61c-43b6-8389-4be4a6837b9a","Planetable","2023-04-01 00:00:00+00","3"
"f7370593-7f26-43ee-bce8-da1badf58f8b","Flexible Voting","2023-04-01 00:00:00+00","7"
"f82b1041-550f-4b62-978c-321e52c85a89","Solhint","2023-04-01 00:00:00+00","11"
"fb37b529-5ae3-4d49-97e1-39993d0d14be","Pin Save: decentralized Pinterest","2023-04-01 00:00:00+00","2"
"fcd363ac-1af3-4b6b-baec-adf20f22e366","FiatConnect","2023-04-01 00:00:00+00","2"
"ff9a168c-82e5-45f2-bc2d-dd07e43baf3d","EZKL","2023-04-01 00:00:00+00","10"
"ffc69c6c-dbd1-4077-9dc7-1b8be4a7315e","Giveth","2023-04-01 00:00:00+00","27"
"02e4eaf1-03c6-4a12-9f71-f311d4efc2ab","Plebbit","2023-05-01 00:00:00+00","5"
"03d452b9-424e-4074-b21c-0c72ff8f000b","timdaub’s work as ETH Magician ","2023-05-01 00:00:00+00","6"
"057c4801-a85e-458d-9bc4-87cc39ffb55a","Chainlist","2023-05-01 00:00:00+00","232"
"06d53e61-1e73-48c5-9833-681bac69386f","Lenster","2023-05-01 00:00:00+00","36"
"074f0a23-bc7e-430e-951a-ccb08f694939","Monorepo Dependencies Collection","2023-05-01 00:00:00+00","59"
"08526666-41ad-4a91-a03b-5921acbcdaf2","Glo Dollar","2023-05-01 00:00:00+00","5"
"09a47872-831d-4fdd-9669-d6d069809e23","Dapp-Learning","2023-05-01 00:00:00+00","8"
"09a5a6df-ec8e-4ec3-9238-b17e99adb68d","Just-DNA-Seq","2023-05-01 00:00:00+00","4"
"0f15eb76-ee7c-417d-9deb-44a5ba22b6c4","BuidlGuidl","2023-05-01 00:00:00+00","7"
"1141e698-ab25-49e9-89d4-bfc7fe4bc436","Otterscan","2023-05-01 00:00:00+00","3"
"1180bb84-428a-4ec4-9690-541bc711ce12","Help Protect the Internet Archive","2023-05-01 00:00:00+00","44"
"1213862d-fe5d-40a3-b589-f865038fee3f","Cannon","2023-05-01 00:00:00+00","7"
"149b36c6-3c32-48e0-a587-c9a14774585d","DAOstar","2023-05-01 00:00:00+00","7"
"190a22c1-b707-434a-b657-05b3db0dd184","Scry","2023-05-01 00:00:00+00","1"
"195a00a7-f7eb-454f-a15b-c0ea585b242b","Geo Web","2023-05-01 00:00:00+00","3"
"1ba197ee-2d3f-4144-ac66-10326d5cf454","Kula कुल Regenerative Commons","2023-05-01 00:00:00+00","1"
"1ce236ae-f08b-40be-ab6c-a44b6c1273a3","Web3j","2023-05-01 00:00:00+00","12"
"1fe85c10-bf42-4dc5-82cb-74b2fa04a125","ChugSplash","2023-05-01 00:00:00+00","4"
"217260d7-3adf-4b6b-b77b-f3a60038a81e","The MoonMath Manual to zk-SNARKs","2023-05-01 00:00:00+00","9"
"2291487f-baf2-463d-b486-81a4e5a03510","Lenstube","2023-05-01 00:00:00+00","3"
"25357c3b-b2da-4b50-aeb5-ef861399f995","Blockscout","2023-05-01 00:00:00+00","68"
"260490a4-737b-496f-adaf-a7deece8c00e","MEV Watch","2023-05-01 00:00:00+00","6"
"27247359-e950-4620-9038-b52d39f2f1e8","登链社区(Upchain)","2023-05-01 00:00:00+00","2"
"2af8b532-7362-4683-b916-d322cb453774","Smock","2023-05-01 00:00:00+00","8"
"2e58f43d-e6ee-4625-a6f4-97e68da280af","Pepemon: Degen Battleground","2023-05-01 00:00:00+00","6"
"30901205-7d17-45d7-87d1-d199a0742f59","Infinitism (ERC-4337)","2023-05-01 00:00:00+00","29"
"32a6e4cd-a281-4d01-9af1-1d3233f01532","MetaMail","2023-05-01 00:00:00+00","3"
"37c6e041-ecf3-45d6-ab26-339c1efcbb25","wagmi","2023-05-01 00:00:00+00","67"
"3d947266-f2b5-42bc-a280-af4032853ca0","Guild","2023-05-01 00:00:00+00","6"
"3def8575-c509-46e9-830c-0423b92330c4","db3 network","2023-05-01 00:00:00+00","3"
"4129c600-61b3-46ea-9a88-419836157d41","Hop Protocol","2023-05-01 00:00:00+00","4"
"412d9922-9114-4c10-bf28-c92205797b91","CirclesUBI","2023-05-01 00:00:00+00","10"
"428612ae-05d6-4709-baf5-6b0d38229869","Praise","2023-05-01 00:00:00+00","5"
"457cf683-c478-4b38-ad6d-256bea851a5e","Starksheet","2023-05-01 00:00:00+00","1"
"458e88cf-80c1-4eb4-8139-3533949079b3","Forta","2023-05-01 00:00:00+00","15"
"478a9fad-0453-4f16-aa40-4aea390f8462","Revoke.cash","2023-05-01 00:00:00+00","7"
"49265f45-467f-4e10-9ef6-8ef7532a9cec","Pocket Network","2023-05-01 00:00:00+00","12"
"4c6b108c-0c75-49e9-8371-8b5613fe1973","Lighthouse","2023-05-01 00:00:00+00","29"
"4f73671d-019d-46e0-a20e-262e30f264ff","dm3 protocol","2023-05-01 00:00:00+00","5"
"526eba24-8c24-4a7a-92a6-40ee8511419e","Blobscan","2023-05-01 00:00:00+00","3"
"52f562f8-0d7f-4c0e-8c8e-b4ebf401c06c","Gelato","2023-05-01 00:00:00+00","8"
"55802ca0-708b-42d4-8e33-6671d9a444b0","CrunchDAO","2023-05-01 00:00:00+00","4"
"5a5cdad7-8444-442e-8cf3-769e022afb5e","NiceNode","2023-05-01 00:00:00+00","1"
"5ca7682f-a844-47b9-871a-2de2d51a7c19","ethers.js","2023-05-01 00:00:00+00","34"
"5fc70a22-8183-402a-bbc4-6f1bfd34e96d","Nimbus","2023-05-01 00:00:00+00","105"
"65196041-43a7-45d5-bd34-9fc384296314","Vocdoni","2023-05-01 00:00:00+00","14"
"65fb20b9-9df8-48f9-abc2-f612e1a5676b","clr.fund","2023-05-01 00:00:00+00","2"
"674c97ea-5356-40ef-a727-4e1eb37029f2","PLUME: Pseudonymously Linked Unique Message Entities, aka Verifiably Deterministic Signatures on Ethereum","2023-05-01 00:00:00+00","6"
"6d262266-8094-4a33-b924-b762883b09b1","Rigoblock","2023-05-01 00:00:00+00","3"
"6d4eeaaf-ae2d-4d79-8fbd-1d868b5d21ad","beaconcha.in","2023-05-01 00:00:00+00","27"
"6fd36dbf-ee08-4b5e-b5e1-cb7cffeac021","EthStaker","2023-05-01 00:00:00+00","17"
"6fe4f2c3-26bd-4ea0-9165-e54e9c472b8c","QuantumOracle","2023-05-01 00:00:00+00","4"
"71df72f6-a83b-46be-b316-2f9880ecda9d","TypeChain","2023-05-01 00:00:00+00","9"
"737f04dd-9bd8-4fba-8cf1-dd79c90eda7a","Scaffold-ETH 2","2023-05-01 00:00:00+00","12"
"76568a22-a553-472d-a877-add9792c3d80","CANDIDE Wallet","2023-05-01 00:00:00+00","7"
"77054d7f-1e6d-4b9d-a816-653ddd501623","Rings Network","2023-05-01 00:00:00+00","3"
"78ba323e-16e7-4ce6-bc42-3cd55750621b","Soul Wallet","2023-05-01 00:00:00+00","4"
"78ccf1ea-8b05-4e61-9e64-249b11151742","Somleng - A full-stack cloud communications platform","2023-05-01 00:00:00+00","4"
"7a697c14-9953-4b09-8572-452fbe7e0d1c","Vyper","2023-05-01 00:00:00+00","9"
"7fd92288-705e-4583-8541-b377bebec878","Eppie: Web3 native email and identity manager","2023-05-01 00:00:00+00","4"
"81926722-0bfa-4d05-9639-0c40a8f46383","Questbook","2023-05-01 00:00:00+00","3"
"838f8286-be63-4c08-b28b-6970f6fadf5a","GeoNFT & Fractionalizer","2023-05-01 00:00:00+00","3"
"89e56637-00bd-41fe-8dcd-835977c477e8","MetaGame","2023-05-01 00:00:00+00","4"
"8c0d893c-98b7-4986-89fe-ab2aec7b47b7","Ape Framework","2023-05-01 00:00:00+00","16"
"8df9237d-e424-4316-9775-4c18101ba8a3","DirectEd Development Foundation - p2p donation for coding bootcamps in Africa","2023-05-01 00:00:00+00","2"
"8e2d9af9-5334-4771-b7d2-e527a85c8ee4","Agora","2023-05-01 00:00:00+00","2"
"8e636630-d98a-4249-b66a-0665a402663f","EIP-5164 / PoolTogether Inc","2023-05-01 00:00:00+00","6"
"8f932d8a-9261-4c92-b257-e6b9098c1581","MyFirstLayer2","2023-05-01 00:00:00+00","12"
"94dd6adc-f567-410d-9bdc-710a104c39e2","MetacrisisDAO<>Moloch v3 Build","2023-05-01 00:00:00+00","3"
"9855991f-6501-4098-8a49-12669422d0b6","Erigon","2023-05-01 00:00:00+00","56"
"a1f8ad97-983a-4d01-875d-7e4f5ef846d1","BanklessDAO Projects","2023-05-01 00:00:00+00","13"
"a270c6bb-31bb-4d93-ad98-1cf1d077f924","OPCraft & MUD (Lattice)","2023-05-01 00:00:00+00","27"
"a2fda5d6-de8b-435e-808e-81d987411c5c","Across Protocol","2023-05-01 00:00:00+00","7"
"a8e17e70-932c-4161-b6fe-9c07d51400f4","Snapshot","2023-05-01 00:00:00+00","47"
"ac434fbd-edf0-48e2-a33d-fddc8873eae0","Unitap","2023-05-01 00:00:00+00","2"
"acbe43f6-1f1f-4bd3-bae6-b8f0938f186f","Gov","2023-05-01 00:00:00+00","5"
"acd61876-408c-4fe7-92e2-0081199d6a2f","OmniBTC","2023-05-01 00:00:00+00","2"
"acdd5397-10bd-4b55-b86d-0bf859df7a2d","1Hive Gardens","2023-05-01 00:00:00+00","4"
"b16b1ab5-907c-4857-922c-4de16703043e","ShapeShift DAO","2023-05-01 00:00:00+00","19"
"b68373a0-48f8-403c-aad1-f124617041cc","IC3","2023-05-01 00:00:00+00","2"
"b833f63f-0708-4522-bcff-9c5b6facd4dc","Web3TalentFair","2023-05-01 00:00:00+00","3"
"b8ab4ee5-ec1f-43b2-af2b-b36796e6e8dc","Messari Protocol Services","2023-05-01 00:00:00+00","24"
"bb8bc028-b593-4f44-a8fd-ec1f846d322c","IDENA","2023-05-01 00:00:00+00","6"
"bc695037-a1d1-400e-b495-18097bb0c66b","Lodestar","2023-05-01 00:00:00+00","68"
"beb3c122-a747-4328-8435-19d6e770609f","TrueBlocks","2023-05-01 00:00:00+00","5"
"bf4e291e-842f-422e-94e9-026d07a0bbc8","Rhino Review - Ethereum Staking Journal","2023-05-01 00:00:00+00","12"
"c089e7cd-0623-4e30-a54d-328d14f5ed27","EthereumETL","2023-05-01 00:00:00+00","12"
"c176c0ad-40c0-4837-9eb4-d0830e8d9b5b","Governator","2023-05-01 00:00:00+00","2"
"c27e693d-baa8-48d9-af74-354e8140b073","JediSwap","2023-05-01 00:00:00+00","5"
"c42b1309-c826-425f-98b9-c9d66d06f98d","blst by Supranational","2023-05-01 00:00:00+00","9"
"c6733946-a2ae-48df-ae0d-164717444ef5","Hyperledger Besu","2023-05-01 00:00:00+00","210"
"c6789276-497a-451d-a8b5-17e684251eb6","Prettier Solidity","2023-05-01 00:00:00+00","4"
"c737ce22-b45a-40ff-93b4-8e3f62e262bc","DAppNode","2023-05-01 00:00:00+00","27"
"cc77f651-7f36-464e-bf9c-be5a92a8fff5","OpenZeppelin","2023-05-01 00:00:00+00","63"
"cd30f6d1-f5fa-4ca0-bb7e-14576d7f7b6c","Taho - Open Source and Community Owned Wallet","2023-05-01 00:00:00+00","11"
"db1bc8cf-3af2-4675-9811-1bec965aa950","0xSplits","2023-05-01 00:00:00+00","5"
"dc03b9b7-055e-46e3-9a05-d8700cc1d9a1","Pairwise","2023-05-01 00:00:00+00","4"
"de43bcbb-612a-4ed7-b493-244a7c6483ff","Nethermind","2023-05-01 00:00:00+00","65"
"e4b43fa9-b807-45f4-93dd-0c523ade875f","Kernel","2023-05-01 00:00:00+00","3"
"e789de2e-b210-46c1-b8ad-748c8489d9a5","ZeroPool","2023-05-01 00:00:00+00","5"
"e7941f27-673c-4193-b06e-ab402eb084d0","JiffyScan","2023-05-01 00:00:00+00","2"
"e8a4b1fb-e7a4-468a-b6a0-b8e857e9607d","WTF Academy","2023-05-01 00:00:00+00","18"
"ea67ed7d-944e-443f-a080-a90f9187134c","Gitcoin","2023-05-01 00:00:00+00","36"
"eacfa451-9e6c-4704-a6b2-2230ecb99a47","xLog - Write. Own. Earn.","2023-05-01 00:00:00+00","34"
"ec5fec70-00df-49b2-9578-3c597f692d1f","zkBob","2023-05-01 00:00:00+00","9"
"ef640592-1e48-42dd-8b5c-3ef8e1b56fc9","Stereum - Ethereum Node Installer & Manager","2023-05-01 00:00:00+00","10"
"efb954e3-b27e-4546-a4a4-c95e3c32773e","L2BEAT","2023-05-01 00:00:00+00","16"
"efca757b-0a13-4f57-8bba-d8b7248d6251","Replicare","2023-05-01 00:00:00+00","1"
"f16842de-4118-4d92-921f-075c6dedca1e","Otterspace","2023-05-01 00:00:00+00","2"
"f1c2ab5c-17f5-4de2-93d6-78daace71591","Teku","2023-05-01 00:00:00+00","80"
"f244d673-a17c-4dcb-be90-185432493d2a","⚡️TurboETH - Web3 Build System","2023-05-01 00:00:00+00","6"
"f2727f30-1c71-4611-9c4e-917d22b546ba","rotki","2023-05-01 00:00:00+00","12"
"f2f2e6cb-6acc-49c1-8314-8b1876ab8f89","Safe (previously Gnosis Safe)","2023-05-01 00:00:00+00","68"
"f5a2f3d4-5052-4f21-9017-a1d0ae8cb943","Flipside Crypto","2023-05-01 00:00:00+00","22"
"f6b2d456-1e4d-4ecf-a7ac-e92bf335d7a9","CCIP2.ETH","2023-05-01 00:00:00+00","2"
"f6dbe337-d61c-43b6-8389-4be4a6837b9a","Planetable","2023-05-01 00:00:00+00","3"
"f7370593-7f26-43ee-bce8-da1badf58f8b","Flexible Voting","2023-05-01 00:00:00+00","7"
"f82b1041-550f-4b62-978c-321e52c85a89","Solhint","2023-05-01 00:00:00+00","13"
"fb37b529-5ae3-4d49-97e1-39993d0d14be","Pin Save: decentralized Pinterest","2023-05-01 00:00:00+00","2"
"fcd363ac-1af3-4b6b-baec-adf20f22e366","FiatConnect","2023-05-01 00:00:00+00","2"
"ff9a168c-82e5-45f2-bc2d-dd07e43baf3d","EZKL","2023-05-01 00:00:00+00","7"
"ffc69c6c-dbd1-4077-9dc7-1b8be4a7315e","Giveth","2023-05-01 00:00:00+00","30"
